datetime,pickups,date,min_temp,max_temp,wind_speed,wind_gust,visibility,pressure,precipitation,snow_depth,fog,rain_drizzle,snow_ice,thunder
2013-02-28 14,144,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 15,87,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 16,73,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 17,100,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 18,173,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 19,103,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 20,171,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 21,206,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 22,155,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-02-28 23,127,2013-02-28,43.0,51.1,3.9,15.0,9.8,997.3,0.44,0.0,0,1,0,0
2013-03-01 00,79,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 01,41,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 02,25,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 03,12,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 04,24,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 05,33,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 06,84,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 07,114,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 08,162,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 09,163,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 10,122,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 11,113,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 12,112,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 13,113,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 14,120,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 15,81,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 16,78,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 17,113,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 18,142,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 19,188,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 20,151,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 21,177,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 22,169,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-01 23,189,2013-03-01,36.0,45.0,4.9,15.9,10.0,999.3,0.0,0.0,0,0,0,0
2013-03-02 00,141,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 01,99,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 02,43,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 03,28,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 04,25,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 05,19,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 06,22,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 07,34,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 08,49,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 09,81,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 10,100,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 11,102,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 12,137,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 13,102,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 14,118,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 15,91,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 16,80,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 17,99,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 18,134,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 19,142,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 20,132,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 21,156,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 22,138,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-02 23,126,2013-03-02,34.0,39.9,5.9,15.9,10.0,1002.4,0.0,0.0,0,0,0,0
2013-03-03 00,128,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 01,83,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 02,45,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 03,25,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 04,24,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 05,23,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 06,14,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 07,21,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 08,30,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 09,54,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 10,91,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 11,114,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 12,126,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 13,104,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 14,88,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 15,90,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 16,68,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 17,94,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 18,97,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 19,92,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 20,61,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 21,49,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 22,50,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-03 23,30,2013-03-03,28.9,39.9,6.6,17.1,9.0,1001.3,0.0,0.0,0,0,1,0
2013-03-04 00,28,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 01,15,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 02,7,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 03,6,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 04,11,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 05,25,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 06,78,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 07,100,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 08,161,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 09,134,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 10,89,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 11,93,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 12,81,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 13,82,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 14,103,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 15,74,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 16,84,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 17,133,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 18,145,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 19,141,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 20,153,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 21,193,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 22,93,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-04 23,48,2013-03-04,27.0,42.1,8.6,22.9,10.0,1003.3,0.0,0.0,0,0,0,0
2013-03-05 00,38,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 01,17,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 02,15,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 03,5,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 04,12,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 05,28,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 06,76,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 07,119,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 08,158,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 09,137,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 10,94,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 11,117,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 12,101,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 13,93,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 14,135,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 15,102,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 16,84,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 17,144,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 18,155,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 19,123,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 20,189,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 21,173,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 22,88,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-05 23,68,2013-03-05,30.9,48.9,7.2,24.1,10.0,1009.2,0.0,0.0,0,0,0,0
2013-03-06 00,37,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 01,17,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 02,13,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 03,5,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 04,7,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 05,26,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 06,81,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 07,119,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 08,152,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 09,139,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 10,114,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 11,140,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 12,116,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 13,99,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 14,102,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 15,80,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 16,84,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 17,155,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 18,136,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 19,135,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 20,154,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 21,155,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 22,106,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-06 23,84,2013-03-06,37.9,44.1,10.9,40.0,10.0,1008.1,0.0,0.0,0,0,0,0
2013-03-07 00,70,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 01,36,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 02,17,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 03,10,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 04,8,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 05,21,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 06,85,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 07,120,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 08,157,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 09,156,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 10,113,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 11,107,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 12,118,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 13,125,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 14,122,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 15,100,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 16,64,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 17,115,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 18,103,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 19,148,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 20,139,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 21,189,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 22,201,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-07 23,142,2013-03-07,34.0,41.0,10.6,31.1,8.0,1010.3,0.0,0.0,0,1,1,0
2013-03-08 00,72,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 01,25,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 02,22,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 03,11,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 04,11,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 05,20,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 06,91,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 07,124,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 08,167,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 09,170,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 10,128,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 11,104,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 12,70,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 13,91,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 14,96,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 15,81,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 16,78,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 17,155,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 18,119,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 19,128,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 20,177,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 21,181,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 22,155,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-08 23,156,2013-03-08,30.9,41.0,6.6,22.9,3.6,1012.3,0.33,0.0,1,0,1,0
2013-03-09 00,111,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 01,81,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 02,59,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 03,32,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 04,24,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 05,15,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 06,27,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 07,30,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 08,60,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 09,70,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 10,99,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 11,112,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 12,118,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 13,104,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 14,94,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 15,84,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 16,76,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 17,105,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 18,107,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 19,118,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 20,144,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 21,166,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 22,156,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-09 23,139,2013-03-09,35.1,55.0,5.9,18.1,10.0,1018.2,0.4,2.0,0,0,0,0
2013-03-10 00,123,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 01,101,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 02,0,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 03,32,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 04,20,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 05,27,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 06,14,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 07,23,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 08,31,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
2013-03-10 09,52,2013-03-10,36.0,51.1,4.1,19.05,10.0,1022.2,0.0,2.0,0,0,0,0
